Unit Name,Market Rent,Default Deposit,Sqft,Bedrooms,Bathrooms,Tags,Revenue,Description
1330-104,"1,800.00",500.00,"1,055",2,2.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
1330-105,"1,470.00",500.00,730,1,1.00,Remodeled,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
1330-201,"1,935.00",500.00,"1,290",2,2.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
1330-202,"1,835.00",500.00,"1,050",2,2.00,,Yes,
1330-203,"1,535.00",500.00,825,1,1.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
1330-204,"1,435.00",500.00,775,1,1.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
1330-205,"1,530.00",500.00,830,1,1.00,,Yes,
1330-206,"1,900.00",500.00,"1,110",2,2.00,Remodeled,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
1330-207,"1,455.00",500.00,770,1,1.00,,Yes,
1330-208,"1,835.00",500.00,"1,090",2,2.00,,Yes,
1330-209,"1,935.00",500.00,"1,140",2,2.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
1330-210,"1,685.00",500.00,935,1,1.00,,Yes,
1330-301,"2,090.00",500.00,"1,290",2,2.00,Remodeled,Yes,
1330-302,"1,670.00",500.00,"1,050",2,2.00,,Yes,
1330-303,"1,865.00",500.00,"1,055",2,2.00,,Yes,
1330-304,"1,845.00",500.00,"1,055",2,2.00,,Yes,
1330-305,"1,930.00",500.00,"1,155",2,2.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
1330-306,"2,345.00",500.00,"1,445",3,2.00,Remodeled,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
1330-307,"1,495.00",500.00,770,1,1.00,,Yes,
1330-308,"1,795.00",500.00,"1,090",2,2.00,,Yes,
1330-309,"2,370.00",500.00,"1,465",3,2.00,Remodeled,Yes,
1330-310,"1,695.00",500.00,935,1,1.00,,Yes,
8102-101,"1,975.00",500.00,"1,175",2,2.00,Remodeled,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
8102-102,"1,945.00",500.00,"1,140",2,2.00,Remodeled,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
8102-103,"1,475.00",500.00,775,1,1.00,,Yes,
8102-104,"1,475.00",500.00,775,1,1.00,,Yes,
8102-105,"1,530.00",500.00,830,1,1.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
8102-106,"1,870.00",500.00,"1,110",2,2.00,,Yes,
8102-107,"1,475.00",500.00,770,1,1.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
8102-108,"1,845.00",500.00,"1,090",2,2.00,,Yes,
8102-109,"1,925.00",500.00,"1,140",2,2.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
8102-110,"1,670.00",500.00,850,1,1.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
8102-201,"1,935.00",500.00,"1,175",2,2.00,Remodeled,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
8102-202,"1,935.00",500.00,"1,140",2,2.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
8102-203,"1,505.00",500.00,775,1,1.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
8102-204,"1,485.00",500.00,775,1,1.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
8102-205,"1,540.00",500.00,830,1,1.00,,Yes,
8102-206,"1,900.00",500.00,"1,110",2,2.00,Remodeled,Yes,
8102-207,"1,485.00",500.00,770,1,1.00,,Yes,
8102-208,"1,785.00",500.00,"1,090",2,2.00,,Yes,
8102-209,"1,955.00",500.00,"1,140",2,2.00,Remodeled,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
8102-210,"1,705.00",500.00,935,1,1.00,,Yes,
8102-301,"2,345.00",500.00,"1,610",3,2.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
8102-302,"2,345.00",500.00,"1,550",3,2.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
8102-303,"1,845.00",500.00,"1,055",2,2.00,,Yes,
8102-304,"1,845.00",500.00,"1,055",2,2.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
8102-305,"1,950.00",500.00,"1,155",2,2.00,,Yes,
8102-306,"2,345.00",500.00,"1,445",3,2.00,Remodeled,Yes,
8102-307,"1,495.00",500.00,770,1,1.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
8102-308,"2,410.00",500.00,"1,670",3,2.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
8102-309,"2,370.00",500.00,"1,465",3,2.00,Remodeled,Yes,
8102-310,"2,040.00",500.00,"1,290",2,2.00,,Yes,
8110-101,"1,975.00",500.00,"1,175",2,2.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
8110-102,"1,925.00",500.00,"1,140",2,2.00,,Yes,
8110-103,"1,475.00",500.00,775,1,1.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
8110-104,"1,495.00",500.00,775,1,1.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
8110-105,"1,520.00",500.00,830,1,1.00,,Yes,
8110-106,"1,870.00",500.00,"1,110",2,2.00,,Yes,
8110-107,"1,495.00",500.00,770,1,1.00,Remodeled,Yes,
8110-108,"1,845.00",500.00,"1,090",2,2.00,Remodeled,Yes,
8110-109,"1,925.00",500.00,"1,140",2,2.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
8110-110,"1,690.00",500.00,850,1,1.00,,Yes,
8110-201,"1,935.00",500.00,"1,175",2,2.00,Remodeled,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
8110-202,"1,955.00",500.00,"1,140",2,2.00,,Yes,
8110-203,"1,505.00",500.00,775,1,1.00,Remodeled,Yes,
8110-204,"1,505.00",500.00,775,1,1.00,,Yes,
8110-205,"1,510.00",500.00,830,1,1.00,,Yes,
8110-206,"1,880.00",500.00,"1,110",2,2.00,,Yes,
8110-207,"1,505.00",500.00,770,1,1.00,Remodeled,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
8110-208,"1,805.00",500.00,"1,090",2,2.00,,Yes,
8110-209,"1,975.00",500.00,"1,140",2,2.00,,Yes,
8110-210,"1,685.00",500.00,935,1,1.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
8110-301,"2,355.00",500.00,"1,610",3,2.00,,Yes,
8110-302,"2,335.00",500.00,"1,550",3,2.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
8110-303,"1,835.00",500.00,"1,055",2,2.00,,Yes,
8110-304,"1,855.00",500.00,"1,055",2,2.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
8110-305,"1,960.00",500.00,"1,155",2,2.00,,Yes,
8110-306,"2,345.00",500.00,"1,445",3,2.00,Remodeled,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
8110-307,"1,485.00",500.00,770,1,1.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
8110-308,"2,380.00",500.00,"1,670",3,2.00,,Yes,
8110-309,"2,360.00",500.00,"1,465",3,2.00,Remodeled,Yes,
8110-310,"2,030.00",500.00,"1,290",2,2.00,,Yes,
8118-101,"1,945.00",500.00,"1,140",2,2.00,Remodeled,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
8118-102,"1,910.00",500.00,"1,125",2,2.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
